trackId,name,album,artist,releaseDate,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,timeSignature
35cVkyTqIGkwpg7OhIl5TE,candy reign (!),candy reign (!),Jim Legxacy,2022-08-03,138000,20,0.607,0.511,0.444,9.58e-05,0.15,-8.406,0.288,199.626,4
1Fav4xZn60uGM3XmiHJmvT,One Of Your Girls,Something To Give Each Other,Troye Sivan,2023-10-13,181481,76,0.637,0.0926,0.639,0.00503,0.223,-7.832,0.0542,92.987,4
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SOS,SZA,2022-12-09,201800,93,0.559,0.141,0.551,0.0,0.11,-7.231,0.132,143.008,4
6zIen2DYr2t19vbwqgORY2,Scenic Drive (feat. Ari Lennox & Smino),Scenic Drive (The Tape),Khalid,2021-12-03,249773,58,0.367,0.0258,0.552,0.000217,0.154,-9.109,0.0504,93.467,5
2rf9i0Enr8cw1JRME8Rsvq,Cardboard Box,Cardboard Box,FLO,2022-03-24,161366,64,0.579,0.04,0.714,0.0,0.341,-4.308,0.0584,80.419,4
6QT6j7rKt7Vk3IuV2AUO9W,lacy,GUTS,Olivia Rodrigo,2023-09-08,177212,83,0.455,0.803,0.379,0.0,0.109,-7.628,0.0341,76.967,4
4WghJOMjDpGdlk3b8aJIgy,up at night (feat. justin bieber),up at night (feat. justin bieber),Kehlani,2022-03-30,182226,62,0.563,0.196,0.756,0.0,0.245,-3.852,0.0579,100.012,4
5HphhcOuLFWBj9IghbrKJB,Midnight River (feat. 6LACK),Midnight River (feat. 6LACK),Pink Sweat$,2021-12-10,184242,53,0.497,0.777,0.351,0.0,0.157,-9.048,0.0648,171.719,4
2MAEd35YAuGXXCifA2M1Wz,Eye Tell (!),Eye Tell (!),Jim Legxacy,2022-03-31,130692,46,0.713,0.257,0.644,0.0,0.693,-9.636,0.393,121.129,4
7k0wVBW3cvV6Xmb87JikIf,Last Call,Last Call,Khalid,2022-03-03,191375,61,0.55cl3,0.0254,0.727,0.0113,0.107,-6.905,0.0348,173.972,4
0tFRxPQHvAUMTbWYRJUo8R,we're not alike,THINK LATER,Tate McRae,2023-12-08,180392,77,0.707,0.0237,0.811,5.16e-06,0.153,-5.003,0.0338,113.022,4
0JmnkIqdlnUzPaf8sqBRs3,Moonlight,Red Moon In Venus,Kali Uchis,2023-03-03,187723,86,0.642,0.518,0.706,0.0,0.25,-6.872,0.052,136.851,4
6hgoYQDUcPyCz7LcTUHKxa,Calm Down,Calm Down,Rema,2022-02-10,219813,77,0.811,0.376,0.781,0.001,0.121,-6.333,0.0428,107.007,4
36vmaZyO0iAE6FZ7287fg2,Dive,Messy,Olivia Dean,2023-06-30,200759,71,0.626,0.143,0.717,5.87e-05,0.119,-6.028,0.0381,90.081,4
5tmxPmmXvgJPU7bIukFX8p,Nothing Feels Better,Nothing Feels Better,Pink Sweat$,2021-10-22,157779,52,0.769,0.285,0.395,0.0,0.0776,-7.71,0.0287,81.485,4
7m4BsKrYkOFy3VNmAMu5bO,sun and moon,summer camp,anees,2023-05-19,151507,73,0.815,0.457,0.442,0.0,0.101,-7.462,0.107,90.019,4
6RBfz4bNLNzvt37HycN1Xf,Present,Present,Khalid,2021-10-22,156376,52,0.684,0.00242,0.514,0.0,0.193,-8.584,0.0327,88.014,4
678u3DtjHlDzxLuLJHPbQo,ghost recon,CITADEL,Jim Legxacy,2021-12-03,156000,32,0.644,0.12,0.593,1.01e-05,0.132,-8.965,0.0372,100.05,4
3ZpqeV6u8cheGopIXQlHfH,All My Friends Know,to hell with it,PinkPantheress,2021-10-15,118813,63,0.719,0.327,0.549,0.148,0.117,-8.297,0.147,102.092,4
43zOaM9seVvQuWIdDf88yV,tears in the club (feat. the weeknd),tears in the club (feat. the weeknd),FKA twigs,2021-12-17,196760,32,0.618,0.175,0.692,0.00031,0.0715,-6.257,0.0804,167.967,4
3L7HXWRZMkSR7dEi4ttJOj,Trouble,Trouble,Joy Crookes,2021-10-12,184015,36,0.608,0.348,0.613,0.0,0.187,-5.221,0.277,168.307,4
07OnuLnONfO6tyukgyB2qh,Somebody Like You,Somebody Like You,Bree Runway,2022-03-24,233211,40,0.288,0.54,0.577,0.00331,0.114,-8.291,0.13,191.755,4
2L9N0zZnd37dwF0clgxMGI,ceilings,five seconds flat,Lizzy McAlpine,2022-04-08,182887,87,0.516,0.473,0.322,0.00194,0.215,-11.762,0.0292,148.005,3
3ZBeHiRJUj1vdiU8zzGPgb,WYD Now?,WYD Now?,Sadie Jean,2021-12-10,144666,73,0.378,0.776,0.334,0.0,0.115,-10.993,0.304,181.296,4
3fpfQC77x3uwESSJ6VmUKM,Softly,Softly,Arlo Parks,2022-02-01,188780,60,0.739,0.0174,0.522,0.00608,0.199,-10.876,0.0355,110.0,4
2IDBuCSOR3QaDL8W93ream,Who's Asking,Who's Asking,AWA,2022-01-28,150260,20,0.789,0.263,0.384,0.0,0.11,-6.771,0.0725,114.973,4
2Zo1PcszsT9WQ0ANntJbID,Feather,emails i can’t send fwd:,Sabrina Carpenter,2023-03-17,185552,93,0.787,0.0893,0.686,0.0,0.0927,-4.37,0.0339,123.51,4
51hyZpbJlIgZIaX3TtMxmu,run for the hills,THINK LATER,Tate McRae,2023-12-08,143940,86,0.544,0.543,0.831,0.0,0.118,-3.578,0.0941,130.005,4
786W7YxhRcq8srlpg3m81k,in my head,in my head,F3miii,2022-09-30,183538,25,0.792,0.292,0.663,1.99e-06,0.0823,-6.609,0.0584,136.014,4
2VOtwqdoceXN37vDafReh5,Never Need Me,Never Need Me,Rachel Chinouriri,2024-01-17,205431,64,0.569,0.062,0.792,0.0,0.176,-4.283,0.057,75.533,4
0rzaRSujxA0bKyjJl6vHYq,Satellite,Harry's House,Harry Styles,2022-05-20,218577,82,0.576,0.143,0.457,3.05e-05,0.0917,-6.473,0.0304,138.984,4
0NVxFntUSEYwPn27lX2J7r,Doesn't Matter,Doesn't Matter,BENEE,2021-10-27,203685,48,0.681,0.594,0.453,0.00012,0.145,-8.389,0.0358,87.995,4
3YUMWmx8EJq0DurfuIwoGh,my future,Happier Than Ever,Billie Eilish,2021-07-30,210005,72,0.456,0.814,0.285,0.143,0.307,-10.755,0.0979,104.89,4
0uI7yAKUf52Cn7y3sYyjiX,3 Nights,"Don't Forget About Me, Demos",Dominic Fike,2018-10-16,177666,77,0.815,0.223,0.518,0.0,0.104,-6.594,0.0897,151.891,4
5B6Kjha6RRIMWGN7zGsAaT,So Hot You're Hurting My Feelings,Pang,Caroline Polachek,2019-10-18,183861,69,0.795,0.0787,0.576,1.01e-05,0.121,-4.971,0.0289,111.975,4
7mMzlK2pYVbgkUL1zaGGyV,grateful,rapunzel,Dhruv,2022-01-21,241458,54,0.507,0.457,0.516,0.0284,0.128,-9.67,0.106,83.951,4
03zuGqxMwUFFmCwusq0WKE,feel like shit,i used to think i could fly,Tate McRae,2022-05-27,203480,73,0.519,0.572,0.383,0.0,0.124,-7.174,0.0495,144.565,4
6Szgu8v7CAapag3XuuJX0b,Too Well,Everything To Everyone,Reneé Rapp,2022-11-11,156631,78,0.668,0.125,0.618,0.0,0.112,-4.639,0.0607,120.951,4
0LsF3ZpOl79EQeI9JHPhBa,dreams,dreams,Humble the Great,2023-11-22,202292,36,0.84,0.272,0.426,0.171,0.213,-10.26,0.0696,132.004,4
4wH7ZoqgETaACS9BlUkvuY,Fingers Crossed,Mirror,Lauren Spencer Smith,2023-07-14,175344,78,0.607,0.589,0.47,0.0,0.31,-7.167,0.0559,109.696,4
0fVDu1evgjX9CFD0cmuRrM,last day on earth,last day on earth,Tai Verdes,2022-01-13,172755,63,0.494,0.413,0.553,4.17e-05,0.218,-5.57,0.197,82.061,4
3dj4wgM3cPeuLwMNHDuBon,The Door,I've Tried Everything But Therapy (Part 1),Teddy Swims,2023-09-15,212648,79,0.731,0.0193,0.861,0.0,0.123,-5.483,0.0532,127.922,4
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Glimpse of Us,Joji,2022-06-10,233456,84,0.44,0.891,0.317,4.78e-06,0.141,-9.258,0.0531,169.914,3
1r8ZCjfrQxoy2wVaBUbpwg,Thousand Miles,Thousand Miles,The Kid LAROI,2022-04-22,164781,76,0.376,0.0858,0.657,0.0,0.0884,-4.658,0.0768,80.565,4
2E8PpcxzMRAv2YdqRxg0jR,Skeletons (Lexi Needed a Break),EUPHORIA SEASON 2 OFFICIAL SCORE (FROM THE HBO ORIGINAL SERIES),Labrinth,2022-04-22,142848,51,0.746,0.249,0.285,0.0104,0.106,-8.641,0.0534,139.022,4
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Beautiful Things,Benson Boone,2024-01-18,180304,96,0.472,0.151,0.471,0.0,0.14,-5.692,0.0603,105.029,3
27eQYc8ciIqL6INwL5HGSr,Exes,Exes,Asha Gold,2021-10-08,164967,15,0.806,0.51,0.658,4.97e-06,0.0913,-7.691,0.0518,136.012,4
4R2kfaDFhslZEMJqAFNpdd,cardigan,folklore,Taylor Swift,2020-07-24,239560,91,0.613,0.537,0.581,0.000345,0.25,-8.588,0.0424,130.033,4
6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,If We Ever Broke Up,Mae Stephens,2023-02-10,142758,81,0.898,0.621,0.732,1.29e-05,0.0908,-3.982,0.0427,115.955,4
78zWCikDMYzFpXAdqANPrD,3 outfits,3 outfits,Tai Verdes,2022-03-25,210866,46,0.65,0.145,0.88,0.00223,0.351,-4.292,0.15,176.017,4
5cnwPn0MKDPnu2rUamIRgb,reading,reading,herbstreit,2024-01-12,161000,69,0.644,0.98,0.0421,0.961,0.0976,-15.333,0.0415,144.048,4
0gDrjkBGC61kkPHJhKyctN,cabin weather,cabin weather,Zupa Fitz,2024-02-04,177230,51,0.717,0.969,0.298,0.966,0.393,-13.711,0.106,73.926,4
5ORMaylKqIYBtAFedOVIXD,con leche,con leche,Camden Clown,2024-01-07,178875,63,0.753,0.929,0.285,0.927,0.105,-12.869,0.063,77.007,4
4KFkKyUl1er3ta67yoQHHz,New Season,New Season,sunala.,2023-11-24,120857,67,0.794,0.924,0.134,0.928,0.112,-12.686,0.0834,140.124,4
6yGVHmS3665TnIpbt4WAgP,French Escapades,French Escapades,Conjure kid,2024-01-12,141690,59,0.67,0.947,0.212,0.93,0.104,-12.477,0.0324,137.328,4
6ilctnbVwEWTURCfY6kCWH,Who's Driving?,Who's Driving?,Galva-Nice,2023-10-06,139500,66,0.645,0.786,0.306,0.0669,0.192,-7.424,0.0287,76.976,4
0WZmg03i0vltH03r3pDuex,semi-hollow,semi-hollow,Ponzi Skeemz,2024-01-12,158000,60,0.691,0.811,0.276,0.872,0.111,-11.717,0.0388,139.971,4
4oikNLzA8VDnsEXrsiHQA9,Shifting Sands,Shifting Sands,G:sson,2023-10-06,147428,64,0.896,0.802,0.0859,0.92,0.109,-16.803,0.426,140.209,4
54Q1fME5hhgFWipi1SkTtU,After Hours,After Hours,Gooee,2023-10-13,123385,64,0.734,0.384,0.302,0.731,0.329,-12.732,0.229,85.968,4
5TC2wrYzGhhr1wO7BSsGOA,nights go by,nights go by,mutedvibes,2023-12-31,188000,62,0.72,0.96,0.206,0.961,0.0934,-12.998,0.0364,120.062,4
1rj0JZBZJhBa0LL2sQ7ro9,Adamant,Adamant,Kuma,2024-01-12,135187,59,0.683,0.754,0.466,0.865,0.158,-10.24,0.165,160.02,4
1AqN43ZIZzz74aAtnsovZ1,Lost Without You,Lost Without You,chill.farm,2023-11-10,158374,63,0.768,0.95,0.466,0.933,0.222,-9.748,0.233,70.087,4
4M7gbh6sluTRP6BXnYpzyz,no way but up,no way but up,Phresh Milk,2024-02-04,106494,47,0.686,0.843,0.41,0.852,0.122,-13.681,0.0695,123.964,4
3XxZiDTQflprBVjBFxM8P9,Friday Dazed,Friday Dazed,Alek Faith,2023-10-13,132857,64,0.73,0.813,0.158,0.939,0.103,-13.153,0.138,70.022,4
6mnuzqUm6MObdHHk59Tg4E,happy moggie,happy moggie,louke's beats,2023-11-26,138000,67,0.793,0.661,0.115,0.929,0.0769,-15.647,0.0798,119.992,4
7ay42oCBar4ZtjwlvqyKyt,less-than-flattering,less-than-flattering,Slow Bounce,2023-10-13,127788,60,0.733,0.861,0.253,0.928,0.112,-12.311,0.036,74.077,4
7xJqP2LZrVpJhUR6ZukE9q,The Jam,The Jam,Audio Phill,2024-02-05,99893,50,0.623,0.8,0.226,0.923,0.112,-16.244,0.308,140.046,4
1vwVgDd0EHURAjoTb2glnM,Lo-fi Love Letters,Lo-fi Love Letters,Idris Kelly,2023-10-06,119117,62,0.431,0.771,0.31,0.893,0.104,-12.847,0.137,241.426,3
1SadNNfKugUYlaXTZO9g7c,camping trip,camping trip,Collinsworthy,2024-01-19,159750,68,0.615,0.942,0.0455,0.921,0.0899,-17.469,0.0367,71.045,4
1divZI9KtgP416oHCwBJE1,Ayways,Ayways,A & C,2023-10-06,114000,61,0.466,0.905,0.235,0.868,0.194,-13.283,0.0828,56.521,4
76Bwn0o3omms1v8BmIryYL,yo!,yo!,H I K E,2023-09-18,120169,60,0.574,0.792,0.372,0.9,0.0951,-15.483,0.206,79.992,4
5pbMjvDEHdFVRkxjNeaUFu,Lush,Lush,Cal Credence,2023-09-22,147857,63,0.769,0.877,0.108,0.914,0.108,-18.875,0.0977,140.033,4
2RluOZNvc49Ddj3cqLUUSR,Sayuri,Sayuri,Fritz Pants,2023-10-13,133500,60,0.578,0.542,0.086,0.896,0.116,-26.764,0.0742,159.884,4
72VPz6obgR5JjPCv8uRotp,Avocades,Avocades,Breakfast For Brunch,2024-01-19,131157,59,0.671,0.919,0.204,0.931,0.122,-16.153,0.0379,62.944,4
18te6JAwwL6xrKnVgYgXvA,Hazel Eyes,Hazel Eyes,Loomington,2023-11-24,142666,61,0.68,0.764,0.34,0.858,0.0956,-11.859,0.0535,180.031,4
63q1dd02dA3rd9edigSUoZ,Melt,Melt,eze east,2023-10-01,126666,63,0.566,0.98,0.185,0.933,0.0856,-12.833,0.0279,143.937,4
7peXxoGUQw6hVftcKNIN6J,The Day Before Yesterday,The Day Before Yesterday,merīkurisumasu!,2023-10-02,122142,60,0.831,0.943,0.198,0.74,0.104,-16.467,0.337,83.983,4
0jaGw9MKg6t9z9wfzWAK0a,late night walking,here for the night,Rustique Beats,2023-10-01,119916,63,0.64,0.76,0.0581,0.848,0.104,-14.81,0.0572,134.343,4
5EAColl6xt8Gnm8fNG05hO,Autumn Stroll,Autumn Stroll,Pi Teddy,2023-10-11,118411,61,0.814,0.931,0.187,0.841,0.101,-13.354,0.291,84.891,4
02tOh7uEWKJ6NmbbU8bRbp,Guidance,Guidance,Rosa Mahoney,2022-11-18,143571,59,0.697,0.713,0.545,0.818,0.43,-9.359,0.305,84.018,4
5swljGcGse2QRMLWji89yv,Egg Rollz,Egg Rollz,Jobii,2022-05-20,131518,58,0.443,0.307,0.534,0.913,0.113,-6.601,0.0482,87.163,4
425HNsoUUAUGNPFbPZuyE2,Blunotte,Insomnia,Koralle,2023-07-28,142800,50,0.656,0.253,0.274,0.833,0.136,-11.671,0.0727,83.033,4
34mXkxjLfdL4LseDpQYps0,Aix,Aix,Bokoya,2023-10-04,139906,49,0.603,0.0957,0.359,0.736,0.2,-13.436,0.0686,172.119,4
4cPDwwClSmyI85odEgVVgm,Bar Breeze,Bar Breeze,Hammocks & Lime,2023-03-10,138857,58,0.9,0.508,0.269,0.686,0.175,-11.537,0.122,139.986,4
6Or5cQUJG1Bb0xJq0lg5yT,"a little anti, a little social","a little anti, a little social","Sarah, the Illstrumentalist",2022-11-18,151130,46,0.76,0.177,0.633,0.892,0.107,-7.475,0.0372,91.955,4
6QCZUHBxTk7Fa05l0RFhMn,rose quartz,rose quartz,Cyan_95,2024-01-12,124590,66,0.748,0.776,0.209,0.89,0.104,-15.65,0.0659,139.943,4
6b207l48x2DXQhujXZWhPl,Past Times,Past Times,Oatmello,2023-05-19,110124,49,0.657,0.717,0.329,0.934,0.0825,-11.12,0.059,145.983,4
0pPlRossaqIMFOkLtwg5XI,Misty Woods,Misty Woods,Moderator,2023-08-11,122666,47,0.625,0.781,0.265,0.882,0.0976,-15.766,0.0397,90.03,4
0NQJZm1zltok1SzR23FQ8a,We Go Right Slow,We Go Right Slow,Boozoo Bajou,2023-08-18,151620,45,0.485,0.685,0.348,0.279,0.13,-10.569,0.18,75.795,1
6YTpB8MmcAwNmet2FtfuTm,fantasize,fantasize,bdazzled.,2023-03-17,146193,59,0.551,0.646,0.292,0.859,0.156,-14.685,0.0465,79.239,4
6O03dtr3K8ra6dmTrGwKYS,sunsmoke,sunsmoke,Wun Two,2023-09-29,73846,55,0.759,0.723,0.0585,0.948,0.11,-12.451,0.426,156.093,4
2EpkC5rovFu6Kqb6Rw9uYA,ting,ting,_tag,2022-12-16,138000,52,0.798,0.515,0.0962,0.806,0.111,-21.004,0.0671,139.943,4
1lcF9TobcLEKVrMXW9hUDP,la vie,la vie,Muddy Mudd,2023-11-12,112416,62,0.424,0.802,0.32,0.739,0.125,-12.275,0.0367,131.902,4
0EfQpTq8NDJG40Llhg411d,Lift You Up,Lift You Up,Kisiaria,2022-11-11,171011,49,0.634,0.166,0.618,0.861,0.23,-9.612,0.125,79.983,4
7by3EYWRMYrD9eqVTbgHT8,Way Out West,Way Out West,Clifford,2023-05-31,147986,51,0.508,0.492,0.427,0.877,0.105,-8.275,0.0835,88.585,4
2z2mwCEkYqMVwc10HGwUBY,Hometown,Hometown,Mozzie,2023-02-22,126750,50,0.8,0.715,0.393,0.905,0.121,-12.183,0.142,79.996,4
4CFNtLZ1c7bzTWfoCK8gWl,Enjoy,Enjoy,billsbeats,2023-07-05,84574,47,0.694,0.943,0.152,0.517,0.0992,-17.353,0.0434,114.025,4
7fZE886mHBzgaeA5SlMSaa,Smoking at Sundown,Laboratoire,peerless,2022-11-25,132246,50,0.636,0.258,0.378,0.848,0.128,-7.764,0.122,174.068,4
6PLpXbbUnefm7DrWaJ2Mr7,Preciso,Only Poem,Tom Doolie,2023-07-21,104209,54,0.623,0.857,0.298,0.895,0.112,-14.003,0.0616,75.086,4
7xINpy0rVreuzLsNMFaC4P,Sweet Pumpkin,Sweet Pumpkin,Samara Joy,2022-08-26,234446,42,0.487,0.923,0.34,0.0,0.103,-10.096,0.0767,68.296,3
7i9RIEuPvpQ8NtfI0dSJeK,If You Love Me,Sunset In The Blue,Melody Gardot,2020-10-23,274397,60,0.235,0.869,0.213,0.0938,0.1,-14.154,0.0358,181.897,3
01hJnhpAmjzg85Etnz2ECH,Body and Soul,Duets II,Tony Bennett,2011-09-20,200586,64,0.342,0.87,0.249,5.09e-05,0.152,-11.812,0.0277,94.746,3
2wZTxcjnKdOpgPLi85ItFlr,One Step Ahead,The Window,Cécile McLorin Salvant,2018-09-28,129127,49,0.483,0.987,0.0967,2.09e-05,0.124,-16.268,0.0369,85.097,3
4TaFVK9pEO6Wo3cFhRC0CQ,These Things You Are to Me,Jamison,Jamison Ross,2015-07-17,262573,40,0.645,0.839,0.364,0.000658,0.0957,-12.813,0.0346,94.487,4
5PbSvsljhgxijSYV5cG5xU,What A Difference A Day Made,Twentysomething,Jamie Cullum,2003-10-20,309693,63,0.627,0.857,0.32,0.000111,0.126,-11.007,0.0274,96.507,3
70gk9Y6aKEdWiASuu59T7Q,L-O-V-E,"Nat ""King"" Cole & Me (Deluxe)",Gregory Porter,2017-10-27,128520,62,0.656,0.709,0.278,8.19e-06,0.13,-14.032,0.0908,108.739,4
0aDYgrKSaZwVWKfMPJSXZQ,First Time,Stripped,Macy Gray,2016-09-09,251020,48,0.493,0.891,0.0642,0.0,0.113,-19.063,0.0387,114.563,4
4sG2lkGzzYu7CAT0Z2V8Vu,Our Love Is Here To Stay,Unforgettable: With Love,Natalie Cole,1991-06-11,209960,52,0.399,0.863,0.0971,3.83e-06,0.0715,-14.966,0.0285,68.897,4
4IVyX0UJzGyUk0MLiz1jVJ,Let's Fall In Love,When I Look In Your Eyes,Diana Krall,1999-01-01,258959,62,0.615,0.82,0.177,0.000186,0.135,-16.925,0.0465,124.558,4
5Kl1fxp9mTCwtqDaxfDV7i,Love Song,Sunset In The Blue (Deluxe Version),Melody Gardot,2021-04-16,325659,53,0.459,0.937,0.216,0.0602,0.116,-14.275,0.0431,80.239,4
3rSygnXIRbxtJ9suj12MqW,My Funny Valentine,Standards (Deluxe),Seal,2017-11-10,272085,56,0.346,0.875,0.22,0.000254,0.123,-10.502,0.0386,141.017,4
3PTD2eturmZsdedW6reT1p,Don't Take Your Love From Me,Harlem On My Mind,Catherine Russell,2016-09-09,292288,57,0.376,0.895,0.141,0.000171,0.14,-10.902,0.0365,183.841,3
7p3AeUfrHFKdBuyVTXwXKW,Little Paradise,Dance Of Time,Eliane Elias,2017-03-24,299506,56,0.399,0.875,0.277,0.638,0.113,-15.422,0.0357,80.465,4
1kRbi9kqF11JCDCPlQVSnc,Moonlight Serenade,Flirting With Twilight,Kurt Elling,2001-01-01,262026,51,0.381,0.856,0.0886,0.0,0.101,-18.246,0.0373,86.933,4
7wwDhqPS3gxRDenfX2GtiT,When I Fall in Love (feat. Chris Botti),Skylark (Std. Version),Renee Olstead,2009-01-27,283093,56,0.39,0.905,0.219,2.02e-05,0.0921,-10.651,0.0322,125.471,4
5gSYmTVASekarEoK4puiRD,Night And Day,Turn Up The Quiet,Diana Krall,2017-05-05,278293,58,0.49,0.872,0.121,0.0808,0.122,-18.532,0.029,103.683,4
0Kp6wskdOWA5U74pbtZ3qQ,I've Got a Crush On You,This Guy's In Love,Steve Tyrell,2003-10-27,152000,58,0.568,0.535,0.375,0.000107,0.103,-9.167,0.0319,79.09,4
5ShdF7P8hl40IhvhoTnVyx,La vie en rose,Jazz Love,Laura Fygi,2016-10-21,227953,56,0.497,0.94,0.206,1.27e-06,0.104,-12.637,0.031,81.63,3
2XDNzwJkyFfqqnc1FP8UJg,Photograph,I Know I Dream: The Orchestral Sessions (Deluxe Version),Stacey Kent,2017-10-19,369200,51,0.298,0.908,0.244,0.0192,0.103,-16.103,0.0301,82.907,4
3lxhuJetgOct3FN47LvZmO,I Can't Give You Anything,Me and My Radio,Anthony Strong,2019-04-19,318980,43,0.588,0.57,0.396,0.00066,0.174,-9.113,0.0249,102.22,4
3KMeqdGzrtxXGa5oRwZFGQ,Go Slow,Laura Benanti,Laura Benanti,2020-10-23,264653,43,0.346,0.933,0.191,0.000138,0.114,-16.312,0.0361,140.964,4
79Ri3SefpPjDQXFMYfGghm,The Very Thought of You,Homefree,Nnenna Freelon,2010-01-01,361253,43,0.416,0.901,0.0767,2.06e-05,0.115,-16.032,0.0374,91.091,4
4FYmHTavxSVFUPyM2GUpPb,Monday,For One to Love,Cécile McLorin Salvant,2015-09-04,121039,45,0.388,0.852,0.138,6.85e-06,0.0979,-15.47,0.0338,87.879,5
4TUYXBMD004ZwWTeYcynFH,Autumn In New York,This Dream Of You,Diana Krall,2020-09-25,319226,56,0.503,0.94,0.109,0.0014,0.252,-15.336,0.0356,118.024,4
4YzVZ67bjyhs1BylmBZDzx,The Way You Look Tonight,Got You on My Mind,Madeleine Peyroux,2004,182508,56,0.569,0.674,0.391,0.000182,0.173,-12.264,0.0452,100.998,4
4JEC2RIrXV1owJNVKanIAT,On an Evening in Roma (Sott'er Celo de Roma),Nobody but Me (Deluxe),Michael Bublé,2016-10-21,162520,60,0.431,0.684,0.334,2.89e-06,0.119,-7.645,0.0313,137.021,4
3tNEV2BCuKN6c9OveYpF0S,All the Way,I Fall in Love Too Easily,Katharine McPhee,2017-11-17,235866,47,0.478,0.896,0.18,0.0,0.125,-12.138,0.0442,76.02,4
4gx7UBlipR1ZAkJq2d36Mr,Save Your Love For Me,Around The City,Eliane Elias,2006-08-22,240413,52,0.509,0.879,0.238,0.00151,0.115,-13.779,0.0311,113.998,4
4nnztEkOw2g2RO2nzPQWw8,Language Of Love,Language Of Love,Karen Souza,2021-04-23,256174,45,0.52,0.915,0.383,0.000293,0.104,-11.501,0.0347,126.517,4
7nTc8LOMcVoYJAbhV9dD2z,Keep Me From The Cold,Keep Me From The Cold,Curtis Stigers,2021-12-03,283586,45,0.529,0.901,0.174,0.0,0.0637,-12.533,0.0548,118.955,4
3ts3nBCGF7K9JvSjWVQfX8,All of Me,Crazy Love,Michael Bublé,2009-10-06,187853,59,0.536,0.568,0.31,0.000145,0.162,-8.041,0.0492,127.597,4
0V10xxY5LSSknHll0y5TYO,But Beautiful,Every Star Above,Mandy Barnett,2021-05-07,235093,40,0.198,0.887,0.196,0.00343,0.325,-11.888,0.0331,174.005,3
187NSXSWDou7TqG1AtLVLW,Let’s Make The Most Of A Beautiful Thing,What Love Is,Erin Boheme,2006-04-04,279853,45,0.308,0.93,0.209,0.00164,0.175,-12.1,0.0326,111.115,4
1oFnBxOvkmjiUo6dBCEEoC,Moon River,Moon River,Nicole Henry,2018-08-17,310826,53,0.301,0.891,0.226,0.000229,0.12,-12.411,0.0327,52.081,4
7s5Xd6BLaZfkr6C3tgR4Ow,I'm In The Mood For Love,The Complete Great American Songbook,Rod Stewart,2011-02-01,186880,53,0.51,0.893,0.348,3.48e-05,0.141,-12.003,0.0277,86.738,4
3NyuzNn4wZfNMB0fIcvd3H,There You Are (Second Chance),Language of Love,Karen Souza,2020-03-02,213447,47,0.622,0.757,0.339,7.32e-06,0.138,-11.789,0.0318,107.661,3
4QAhBQW8Jhe6BlIYiLqkSz,The Nearness Of You,The Nearness Of You,Matt Dusk,2022-02-14,135421,46,0.24,0.505,0.325,0.0,0.161,-11.05,0.0301,139.348,4
29Ym1MRlru8wWI7CS6v05B,Never Let Me Go,First Conversation,Cæcilie Norby,2002-09-03,271773,42,0.293,0.951,0.143,0.0226,0.106,-16.739,0.0351,161.731,3
7Jt9DpsKlKRcR3RI9qUl9w,Time Alone,Dreamer,Eliane Elias,2004,396920,44,0.289,0.945,0.128,0.376,0.217,-18.567,0.0325,104.55,3
4NMmzP4VL8cPZmbBzr7zgI,As You Are,As We Are,Margareta Bengtson,2008-09-01,330893,41,0.454,0.908,0.166,0.0,0.0546,-14.753,0.0362,122.096,4
226aNk2hiOlW3joJHIvSVe,Loving You,Move On: A Sondheim Adventure,Cyrille Aimee,2019-02-22,171949,50,0.621,0.822,0.188,0.000859,0.124,-16.328,0.0503,133.708,4
6XmN8QIxuZt8ljcnaPmhOM,Sunday Kind of Love,A Song For You,Steve Tyrell,2018-02-09,211360,46,0.579,0.836,0.338,7.83e-06,0.154,-12.014,0.0333,113.129,3
69Di4YxK4PB1ivkRdeglt5,Make It Last,The Very Thought of You,Nicole Henry,2008-08-19,316453,47,0.363,0.792,0.202,8.94e-06,0.0897,-13.065,0.0317,97.091,4
7FWEDbQYuQtR1DhATgXxRg,Are You Lonesome Tonight? (feat. Paul Buchanan),To Love Again,Chris Botti,2005-10-18,240120,47,0.346,0.927,0.051,0.00013,0.111,-17.526,0.037,111.321,4
4oXcpRZGwElyGPcIxLwvBC,My True Love Is You,Secrets of My Heart,Sarah McKenzie,2019-03-29,192531,48,0.323,0.959,0.0397,6.07e-06,0.109,-18.642,0.043,169.822,3
1wzJczNkW2BJc1QgYapAMX,At Last,Date With A Dream,Malene Mortensen,2006-08-29,252081,44,0.433,0.978,0.018,0.0425,0.0811,-25.341,0.0388,82.078,3
60wOZ1b6EFfnSa4eXyLDwl,Prelude to a Kiss,In the Moonlight,Sophie Milman,2011,275933,0,0.378,0.905,0.205,6.26e-06,0.119,-12.888,0.0296,42.232,3
2bUK1EW5FPfpNDLO42XKqV,Love Is Here To Stay,Hooray For Love,Curtis Stigers,2014-01-01,259573,50,0.65,0.879,0.138,8.81e-05,0.153,-13.318,0.039,80.699,4
